Year,Team,Rec_Rec,Rec_Yds,Rec_Avg,Rec_Lg,Rec_TD,Def_Int,Def_Yds,Def_Avg,Def_Lg,Def_TD,Def_Solo,Def_Ast,Def_Tot,Def_Sack,Def_YdsL,Kick_PAT_Comp,Kick_PAT_Att,Kick_FG_Comp,Kick_FG_Att,Kick_0-19_Comp,Kick_0-19_Att,Kick_20-29_Comp,Kick_20-29_Att,Kick_30-39_Comp,Kick_30-39_Att,Kick_40-49_Comp,Kick_40-49_Att,Kick_50+_Comp,Kick_50+_Att,Kick_Lg,Kick_Pts,KReturn_Num,KReturn_Yds,KReturn_Avg,KReturn_FC,KReturn_Lg,KReturn_TD,Kickoff_Num,Kickoff_Yds,Kickoff_Avg,Kickoff_Lg,Kickoff_TB,Kickoff_OB,Kickoff_Ret,Kickoff_RYds,Kickoff_TD,Pass_Att,Pass_Cmp,Pass_Pct,Pass_Yds,Pass_YPA,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_Lg,Pass_Sack,Pass_Loss,Pass_Rate,PReturn_Num,PReturn_Yds,PReturn_Avg,PReturn_FC,PReturn_Lg,PReturn_TD,Rush_Att,Rush_Gain,Rush_Loss,Rush_Yds,Rush_Avg,Rush_Lg,Rush_TD,Scor_Pts,Scor_Tot,Scor_R,Scor_P,Scor_KR,Scor_PR,Scor_IR,Scor_FR,Scor_BK,Scor_BP,Scor_FGR,Scor_PAT_Comp,Scor_PAT_Att,Scor_FG_Comp,Scor_FG_Att,Scor_Conv,Scor_Saf,Punt_Punts,Punt_Yds,Punt_Avg,Punt_Lg,Punt_TB,Punt_In20,Punt_Blk,Punt_Net,Punt_Ret,Punt_RYds,Wins,Losses
2009,BC,148,2099,14.18,NULL,17,15,155,10.33,NULL,1,330,185,515,8,56,39,40,13,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,44,932,21.18,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,351,177,50.43,2431,6.93,21,5.98,18,5.13,NULL,NULL,NULL,111.23,14,171,12.21,NULL,NULL,1,414,2033,157,1876,4.53,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,3145,40.84,NULL,NULL,NULL,0,NULL,NULL,NULL,8,5
2009,CLEM,209,2590,12.39,NULL,21,21,367,17.48,NULL,1,257,190,447,9.5,43,45,50,21,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,46,1094,23.78,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,390,220,56.41,2688,6.89,23,5.9,13,3.33,NULL,NULL,NULL,257.38,26,374,14.38,NULL,NULL,2,473,2691,264,2427,5.13,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,2153,39.15,NULL,NULL,NULL,0,NULL,NULL,NULL,9,5
2009,DUKE,291,3568,12.26,NULL,22,8,162,20.25,NULL,2,106,94,200,2,6,33,33,19,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,62,1375,22.18,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,308,61.6,3660,7.32,24,4.8,10,2,NULL,NULL,NULL,92.1,19,117,6.16,NULL,NULL,0,314,1055,255,800,2.55,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,2120,39.26,NULL,NULL,NULL,0,NULL,NULL,NULL,5,7
2009,FSU,286,3468,12.13,NULL,16,14,251,17.93,NULL,3,248,131,379,13,70,40,44,19,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,67,1390,20.75,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,436,296,67.89,3534,8.11,16,3.67,13,2.98,NULL,NULL,NULL,136.2,23,390,16.96,NULL,NULL,1,417,2208,265,1943,4.66,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,1790,41.63,NULL,NULL,NULL,0,NULL,NULL,NULL,7,6
2009,GT,54,1398,25.89,NULL,9,12,135,11.25,NULL,1,165,106,271,2.5,24,59,60,14,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,54,1176,21.78,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,78,46.99,1774,10.69,11,6.63,6,3.61,NULL,NULL,NULL,291.58,21,281,13.38,NULL,NULL,2,773,4446,264,4182,5.41,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,1565,42.3,NULL,NULL,NULL,0,NULL,NULL,NULL,11,3
2009,LOU,200,2387,11.94,NULL,9,10,53,5.3,NULL,1,226,116,342,6.5,51,20,23,13,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,49,1182,24.12,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,362,205,56.63,2507,6.93,9,2.49,11,3.04,NULL,NULL,NULL,189.28,17,193,11.35,NULL,NULL,1,417,1840,325,1515,3.63,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,2349,40.5,NULL,NULL,NULL,0,NULL,NULL,NULL,4,8
2009,MIA,231,3164,13.7,NULL,24,9,89,9.89,NULL,1,238,144,382,2.5,19,50,50,14,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,57,1235,21.67,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,415,246,59.28,3405,8.2,25,6.02,17,4.1,NULL,NULL,NULL,112,25,223,8.92,NULL,NULL,2,401,2159,100,2059,5.13,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,2169,42.53,NULL,NULL,NULL,0,NULL,NULL,NULL,9,4
2009,NCST,229,3088,13.48,NULL,30,8,65,8.13,NULL,0,141,104,245,12,77,46,47,10,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,61,1332,21.84,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,418,248,59.33,3275,7.83,32,7.66,13,3.11,NULL,NULL,NULL,87,27,276,10.22,NULL,NULL,0,408,1811,314,1497,3.67,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,1743,37.89,NULL,NULL,NULL,0,NULL,NULL,NULL,5,7
2009,PITT,218,2724,12.5,NULL,23,15,129,8.6,NULL,1,229,122,351,15,94,46,48,23,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,49,1075,21.94,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,338,219,64.79,2747,8.13,23,6.8,8,2.37,NULL,NULL,NULL,152.3,22,169,7.68,NULL,NULL,0,466,2579,200,2379,5.11,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,1810,41.14,NULL,NULL,NULL,0,NULL,NULL,NULL,10,3
2009,SYR,229,2446,10.68,NULL,16,9,77,8.56,NULL,0,201,91,292,10.5,90,29,30,13,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,54,1250,23.15,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,353,229,64.87,2446,6.93,16,4.53,15,4.25,NULL,NULL,NULL,124.65,21,145,6.9,NULL,NULL,0,414,1851,288,1563,3.78,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,2538,43.76,NULL,NULL,NULL,0,NULL,NULL,NULL,4,8
2009,UNC,190,2019,10.63,NULL,13,19,508,26.74,NULL,4,277,111,388,7,64,34,35,21,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,41,844,20.59,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,366,220,60.11,2274,6.21,14,3.83,17,4.64,NULL,NULL,NULL,227.47,29,376,12.97,NULL,NULL,1,418,1949,116,1833,4.39,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,2621,40.32,NULL,NULL,NULL,0,NULL,NULL,NULL,8,5
2009,UVA,171,1773,10.37,NULL,7,12,171,14.25,NULL,2,171,88,259,7,42,23,23,17,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,63,1171,18.59,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,362,189,52.21,2046,5.65,8,2.21,8,2.21,NULL,NULL,NULL,108.93,30,189,6.3,NULL,NULL,1,387,1668,407,1261,3.26,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,2647,40.11,NULL,NULL,NULL,0,NULL,NULL,NULL,3,9
2009,VT,123,2182,17.74,NULL,12,11,80,7.27,NULL,1,96,121,217,4.5,60,48,48,20,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,42,994,23.67,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249,137,55.02,2391,9.6,14,5.62,5,2.01,NULL,NULL,NULL,123.27,33,373,11.3,NULL,NULL,2,550,3073,314,2759,5.02,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,2495,43.77,NULL,NULL,NULL,0,NULL,NULL,NULL,10,3
2009,WF,262,3116,11.89,NULL,25,9,154,17.11,NULL,1,132,52,184,1,8,40,40,12,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,49,1086,22.16,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,417,273,65.47,3259,7.82,26,6.24,12,2.88,NULL,NULL,NULL,154.83,13,59,4.54,NULL,NULL,0,414,1876,299,1577,3.81,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,2098,38.85,NULL,NULL,NULL,0,NULL,NULL,NULL,5,7
