age,gender,covid_distancing,covid_masks,vaccinated,self_rated_mental_health,ethnicity,hours,occupation,work location,income,educational_attainment
2,1,1,2,1,1,6,8,3,2,2,3
2,1,1,2,1,1,6,8,3,2,1,3
2,1,1,2,1,1,6,8,3,2,2,3
1,1,2,2,1,1,6,30,7,2,3,2
3,2,1,2,1,1,6,56,9,2,3,2
3,1,2,2,1,0,2,36,3,1,1,3
1,2,2,2,0,1,6,10,5,3,1,1
2,1,2,1,2,1,1,35,9,2,4,3
2,1,1,2,1,1,6,15,9,1,2,2
2,1,1,2,1,1,6,30,10,2,1,3
2,2,1,1,0,1,4,8,3,2,2,3
1,2,1,2,1,0,6,24,3,2,1,2
4,2,2,2,1,0,6,37.5,5,3,2,2
5,2,1,1,0,1,6,15,3,1,3,2
1,2,2,2,1,1,6,35,3,2,2,3
2,2,2,2,1,0,6,9,4,2,3,3
1,1,1,1,2,0,6,30,2,2,3,2
3,2,2,2,1,1,6,8,9,2,1,3
4,2,2,2,0,0,6,5,5,3,1,3
4,1,1,2,1,1,6,50,2,2,1,2
1,1,2,2,0,1,6,40,4,2,1,3
3,1,2,2,1,0,6,37.5,5,3,4,3
2,1,2,2,2,1,5,20,3,2,1,3
1,1,2,2,2,1,6,30,4,2,3,1
5,2,1,2,1,1,6,12,1,2,1,3
5,2,2,2,1,1,6,17.5,5,1,4,2
2,2,1,2,0,1,6,45,2,3,3,3
2,1,1,1,2,1,1,10,4,2,2,3
5,2,2,2,1,0,6,35,9,1,3,1
2,2,1,2,0,0,6,30,4,3,2,2
5,2,2,2,1,1,6,2,2,3,3,3
1,1,2,2,2,1,3,4,5,2,4,3
1,2,2,2,1,1,6,4,2,2,3,2
1,1,2,2,2,1,3,10,9,3,1,3
3,2,1,2,1,0,6,50,3,1,4,3
1,1,2,2,1,1,2,4,10,2,1,3
1,1,1,2,1,1,1,5,5,2,2,2
1,1,1,1,1,1,1,3,5,2,1,3
1,1,1,2,0,1,6,40,5,2,3,3
5,2,2,2,2,1,6,37.5,3,1,2,2
2,2,1,2,2,1,3,35,4,2,3,3
2,2,1,2,2,1,3,35,4,2,3,3
1,1,0,1,1,1,4,8,3,3,2,3
2,1,2,2,1,1,6,10,6,1,1,1
2,2,2,2,1,1,2,20,4,3,3,3
3,1,2,2,1,1,6,30,2,3,1,2
1,1,1,2,1,1,6,80,1,2,1,2
1,2,2,1,2,0,2,34,4,2,3,3
1,1,2,2,2,1,6,25,4,2,1,2
4,2,2,2,1,1,2,30,2,1,2,3
1,1,2,2,0,0,6,50,2,3,3,3
1,2,1,1,1,1,6,40,9,2,1,2
1,1,2,2,1,1,6,42,9,2,1,2
2,2,2,2,0,0,6,45,5,3,1,3
1,1,1,2,1,0,5,24,1,2,1,2
2,1,2,2,2,1,6,40,4,2,2,3
1,2,2,2,1,1,5,8,1,2,1,2
3,2,2,2,1,1,6,20,4,3,3,3
1,1,2,2,2,1,4,20,5,3,1,3
2,2,2,2,0,0,2,25,2,3,4,3
1,1,2,2,1,1,6,14,1,2,2,2
1,2,1,0,1,1,6,4,4,2,2,1
1,2,1,0,1,1,6,4,4,2,2,1
1,1,1,2,1,1,6,35,3,2,2,3
1,1,2,2,1,1,6,6,2,2,1,2
5,2,1,1,1,1,6,7,2,1,2,2
5,1,2,1,1,0,6,6,1,3,4,1
2,2,2,2,1,1,2,48,4,2,4,3
2,2,2,1,1,1,2,48,4,2,4,3
2,2,2,2,1,1,6,48,4,2,3,3
2,1,2,2,1,1,2,48,4,2,3,3
1,2,1,1,1,1,6,5,4,2,1,3
1,2,2,1,1,1,3,5,7,2,2,3
1,2,1,1,1,1,1,6,9,1,1,2
1,2,2,2,0,0,2,20,9,1,1,3
4,1,2,2,1,1,6,37.5,4,2,4,1
1,2,2,2,0,0,6,15,1,3,1,3
1,2,2,2,2,1,1,4,9,2,3,2
1,2,2,2,2,1,1,4,9,2,3,2
1,2,2,2,2,1,1,5,1,2,3,3
1,1,2,2,2,1,3,40,4,2,3,3
1,2,2,2,2,1,1,4,9,2,2,3
1,2,0,2,1,0,3,4,2,2,3,2
1,1,2,2,0,1,5,6,2,2,2,2
2,2,2,2,2,1,1,5,9,2,3,3
1,1,2,2,2,1,1,4,9,2,3,2
1,2,2,2,2,1,1,4,9,2,2,3
2,1,0,2,2,1,6,30,2,2,3,2
2,1,1,1,1,1,6,40,7,2,3,3
1,2,1,2,2,1,6,6,4,2,1,2
1,2,2,2,1,1,2,15,9,2,3,3
1,2,2,2,2,1,6,8,4,2,1,3
2,1,2,2,1,1,5,8,4,2,3,3
1,1,1,2,1,1,6,40,6,2,3,2
2,1,2,2,1,1,5,8,4,2,3,3
1,1,2,2,1,1,6,30,4,2,2,3
2,1,1,2,1,1,1,35,9,1,3,1
3,2,2,2,1,1,6,60,5,2,3,3
2,2,2,2,2,1,6,40,5,2,2,3
1,2,0,1,1,1,1,8,5,2,1,2
2,2,2,1,2,1,5,38,5,3,2,3
3,2,2,2,1,1,6,45,5,2,4,3
1,1,2,1,0,1,6,20,5,2,4,1
1,2,1,2,2,1,6,7,1,2,1,1
1,2,1,1,2,1,2,8,7,2,4,3
1,2,2,2,1,1,4,8,1,2,3,2
4,1,1,1,0,1,6,20,7,3,3,3
1,2,1,2,1,1,3,56,1,2,2,3
2,2,1,2,1,1,6,6,2,2,1,3
1,1,2,2,2,1,2,5,3,2,1,2
2,1,2,2,2,1,6,40,4,2,3,3
1,1,1,2,2,1,6,30,4,2,3,3
2,1,2,2,1,1,3,38,5,2,2,3
1,2,2,2,2,1,6,40,1,3,1,2
2,1,1,1,2,1,6,27,1,2,1,1
1,2,1,1,2,1,6,8,5,2,1,2
2,2,2,2,1,1,5,40,4,2,1,3
2,2,2,2,1,1,5,40,4,2,1,2
2,1,2,2,1,1,6,3,1,2,2,2
2,1,1,2,1,1,1,20,9,2,1,2
1,1,2,2,2,1,6,50,4,2,3,3
1,2,1,2,0,1,6,20,2,2,1,2
1,3,2,1,2,1,6,4,5,2,2,3
1,1,2,1,2,1,2,8,8,2,3,2
1,1,2,2,1,1,6,35,10,2,2,2
1,2,2,2,1,1,6,30,2,2,4,3
2,2,2,2,1,0,2,45,2,3,4,3
1,1,2,2,2,1,6,35,2,2,4,3
1,2,2,2,2,1,6,36,9,2,2,3
1,2,1,2,2,1,6,30,8,2,1,3
2,1,2,2,1,1,6,19,5,2,3,2
2,2,1,1,1,1,6,35,9,2,2,3
4,1,1,2,1,1,6,50,4,2,4,3
2,1,0,2,2,1,5,30,9,2,1,2
1,1,2,2,1,1,6,30,2,2,4,3
2,2,2,2,1,1,6,10,10,2,1,3
2,2,2,2,1,1,6,40,2,2,4,3
1,3,2,2,1,0,6,40,7,2,4,3
2,1,2,2,0,1,6,35,4,3,2,3
2,1,1,2,1,1,6,30,6,2,2,3
2,1,1,1,1,1,6,34,2,2,2,2
2,1,0,0,1,1,6,35,7,2,2,1
2,1,1,1,1,1,6,10,8,2,2,3
3,1,2,2,1,1,1,30,9,2,2,1
1,1,1,1,2,1,6,25,4,2,1,2
1,2,1,2,2,1,3,8,9,2,1,3
1,1,2,1,0,1,6,25,5,2,4,1
2,1,2,2,1,0,6,40,6,1,3,2
4,2,1,2,1,0,6,40,4,2,4,3
3,3,2,2,1,0,6,40,5,3,2,1
2,2,1,2,1,1,6,40,1,3,2,3
1,2,2,2,0,0,5,12,9,1,4,3
1,2,2,2,2,0,6,20,2,2,3,3
2,1,2,2,2,1,6,40,3,2,4,3
3,2,1,2,0,1,1,40,1,3,1,3
2,1,1,1,1,1,6,40,2,3,3,3
2,1,2,2,1,1,2,45,2,3,4,3
1,1,2,2,1,1,2,20,8,2,2,2
1,1,2,2,2,1,2,6,9,2,1,1
3,1,2,2,0,1,6,36,4,3,1,3
2,2,1,2,1,1,6,6,2,2,1,3
2,1,2,2,1,1,6,8,9,2,2,3
3,3,2,2,1,0,3,40,1,3,3,3
1,2,2,2,0,0,6,20,5,3,1,3
1,2,2,2,0,1,1,15,7,2,2,1
1,2,2,2,0,1,2,15,10,2,2,2
1,1,2,1,1,1,3,8,9,2,3,3
1,1,1,2,1,1,6,35,3,2,2,3
2,1,2,1,1,1,1,38,10,2,2,1
1,2,1,2,0,1,6,5,4,2,2,2
1,2,1,1,0,1,6,16,10,3,2,2
2,1,0,0,0,1,6,45,5,2,2,2
2,1,1,1,1,1,1,35,5,2,2,3
1,2,1,2,1,1,1,30,5,2,3,3
1,2,2,1,1,1,1,35,2,2,3,3
1,2,1,2,1,1,1,30,2,2,1,3
2,1,1,1,0,1,6,10,5,2,2,3
1,2,1,2,1,1,1,30,2,2,4,3
1,1,1,2,1,1,6,4,1,2,2,1
1,1,2,2,1,1,6,20,9,2,2,1
1,1,2,2,1,1,6,20,9,2,2,1
2,1,1,2,1,1,6,8,9,2,3,2
1,2,2,1,1,1,6,20,5,2,2,3
2,2,1,2,2,1,6,5,3,2,3,3
4,1,2,2,1,1,6,30,10,1,2,2
2,1,2,2,2,1,6,40,9,2,4,3
2,2,0,1,1,1,6,10,2,2,4,3
2,2,2,2,0,1,6,35,9,1,2,2
1,1,1,1,1,1,6,35,9,2,4,2
5,1,2,1,1,0,6,4,9,1,4,2
2,1,1,2,1,1,6,6,2,2,2,2
1,1,1,2,1,1,6,4,4,2,2,2
2,1,0,1,1,1,6,30,10,2,1,3
1,2,1,2,0,0,6,20,5,2,4,3
2,2,2,2,2,1,6,35,9,2,2,2
4,2,2,2,1,1,6,40,5,1,2,3
2,1,2,1,1,1,6,28,1,2,2,2
2,2,2,2,1,1,6,32,4,3,4,3
1,1,2,2,1,1,6,35,2,2,2,2
2,1,1,1,1,1,6,15,3,2,3,3
5,2,2,2,1,0,6,12,5,3,2,3
3,2,2,2,1,1,6,30,5,3,4,3
4,2,1,2,1,0,6,9,5,2,3,3
4,2,2,2,1,0,6,20,5,1,2,2
5,3,1,2,1,1,5,40,10,2,2,1
2,1,0,2,2,1,6,12,2,2,2,2
2,2,1,1,2,1,6,15,10,2,3,3
2,1,1,2,2,1,3,56,5,2,2,3
2,1,1,2,0,1,6,8,5,3,3,3
2,1,1,2,0,1,6,8,5,3,3,3
2,1,1,2,0,1,6,8,5,3,3,3
2,1,1,2,2,1,6,8,5,3,3,3
4,1,0,1,1,0,6,35,10,1,2,1
3,2,2,2,1,0,6,6,5,1,2,2
5,2,1,2,1,0,6,7,5,2,1,2
2,1,2,2,1,1,1,35,9,2,2,1
5,2,2,2,1,1,6,37.5,3,2,3,3
1,2,1,2,1,1,6,6,1,2,2,2
5,1,2,2,2,1,6,35,8,2,2,3
2,2,2,2,1,1,6,40,5,2,2,3
4,1,2,2,2,1,5,40,10,1,3,3
1,1,1,1,1,1,6,33,1,2,2,3
4,2,0,0,0,1,6,25,8,3,3,3
5,2,2,2,1,1,6,3,5,3,2,2
5,1,1,1,1,1,6,42,8,1,2,1
4,2,0,0,0,1,5,40,9,1,2,1
1,2,2,2,0,1,1,15,7,2,2,2
2,1,1,1,1,0,6,8,5,2,2,3
2,1,2,1,2,1,6,8,9,2,2,3
1,1,2,2,1,1,6,8,3,2,2,3
2,2,2,2,2,0,6,30,9,1,4,2
2,1,1,2,2,0,1,24,2,2,3,2
2,2,1,2,0,1,6,60,3,2,2,2
2,2,2,2,2,1,6,35,9,2,2,3
1,2,1,2,1,1,6,6,3,2,1,2
2,2,2,2,2,1,6,35,7,2,2,3
3,1,1,2,1,0,4,36,9,1,1,3
2,2,1,1,1,1,6,20,2,2,4,1
2,2,2,2,1,1,6,58,5,2,3,3
2,1,2,2,1,1,6,15,3,2,2,2
4,2,2,2,1,0,6,17.5,5,2,2,3
1,2,1,2,1,1,6,2,5,3,3,3
3,2,1,2,2,0,6,30,2,2,3,3
1,1,1,2,1,0,6,8,6,2,1,2
2,1,2,2,1,1,1,3,4,2,1,2
2,1,2,2,1,1,1,3,4,2,1,2
1,2,0,1,2,1,3,8,1,2,3,3
1,2,1,2,0,1,6,12,5,2,4,1
2,1,2,2,1,1,1,36,10,2,2,2
3,2,2,2,2,1,3,4,1,2,3,2
2,2,1,2,1,0,6,60,9,1,2,2
2,1,2,2,2,1,6,9,4,2,2,3
2,1,2,2,2,1,6,9,4,2,2,3
1,1,1,2,1,1,6,30,6,2,3,3
1,1,1,2,1,1,6,35,4,2,2,1
1,2,2,2,1,0,6,3,2,2,3,2
5,1,2,2,1,1,6,60,8,3,4,3
1,2,1,1,2,1,4,8,3,2,4,3
1,1,1,2,1,1,1,40,9,2,2,3
1,2,1,2,1,1,6,5,2,2,2,1
1,1,2,2,1,1,6,44,3,1,2,2
1,2,1,2,2,1,6,24,3,1,3,3
4,2,1,2,1,0,6,30,5,1,2,3
3,2,2,2,2,1,1,5,9,2,2,3
3,1,2,2,1,1,1,35,6,2,2,1
1,2,2,2,1,1,2,10,5,2,4,3
1,2,2,2,0,0,6,48,5,3,1,1
1,2,1,2,2,1,6,6,2,2,3,2
3,1,2,1,1,1,1,38,6,2,2,1
1,2,1,2,2,1,6,7,9,2,1,3
4,2,2,2,1,0,6,40,2,1,3,3
2,1,1,1,2,1,1,4,3,2,1,3
1,1,1,2,2,1,3,8,9,2,4,3
1,1,1,2,2,1,3,8,9,2,4,3
1,2,2,1,1,1,4,3,7,2,1,2
1,2,2,2,1,1,6,6,2,2,2,2
1,2,2,2,1,1,6,6,2,2,4,2
1,2,2,2,1,1,6,6,2,2,2,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,4,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,3,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,2,2
1,2,2,2,1,1,6,6,2,2,3,2
1,2,2,2,1,1,6,6,2,2,3,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,4,2
1,2,2,2,1,1,6,6,2,2,4,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,1,2
1,2,2,2,1,1,6,6,2,2,2,2
1,2,2,2,1,1,6,6,2,2,2,2
1,2,2,2,1,1,6,6,2,2,1,2
5,1,1,0,0,0,6,20,10,2,2,2
1,2,2,1,1,1,1,40,9,2,2,3
5,1,2,2,1,0,6,50,5,2,2,1
2,2,0,0,0,0,6,20,5,1,3,3
3,1,1,2,2,1,6,5,6,2,1,2
2,1,1,2,1,1,6,6,4,2,1,3
5,2,0,1,0,1,6,10,5,1,3,3
1,1,1,2,2,1,6,40,6,2,3,1
2,3,0,0,0,1,6,35,2,1,2,3
5,3,2,2,1,1,6,25,3,2,2,3
2,1,2,2,2,1,1,10,4,2,1,3
5,2,2,2,2,1,6,40,10,1,2,3
3,2,2,2,0,0,6,32,9,1,3,1
2,1,1,1,1,1,6,3,10,2,4,3
5,2,2,2,1,0,6,20,9,2,3,2
2,1,2,2,1,1,6,40,9,2,2,2
2,1,0,1,2,0,6,40,3,2,2,3
2,1,2,1,1,1,6,6,9,2,2,1
2,1,2,2,2,1,6,8,3,2,1,3
2,3,1,2,2,1,6,8,3,2,1,2
1,3,2,2,2,1,5,4,3,2,1,1
2,1,2,2,1,1,6,10,10,2,1,3
1,1,2,2,2,1,3,4,4,2,3,2
1,2,2,2,2,1,3,7,9,2,3,2
2,2,1,1,2,1,6,40,1,2,2,3
2,1,2,2,1,1,6,5,3,2,3,3
2,1,1,2,0,1,6,8,5,2,3,3
4,2,2,2,1,1,6,40,5,3,2,3
2,1,2,2,2,1,1,15,4,2,2,3
1,2,2,2,1,1,6,16,5,2,2,3
1,2,2,2,2,0,6,10,5,3,1,3
2,2,1,2,1,1,6,28,10,2,3,1
1,1,1,1,1,1,2,6,1,2,2,3
1,2,2,0,1,1,6,24,7,2,2,3
2,1,2,2,1,1,6,8,9,2,2,3
4,2,1,0,1,1,2,40,5,2,2,2
3,2,2,2,1,0,2,35,4,3,3,3
2,2,2,0,1,0,4,24,7,2,2,1
1,2,2,2,2,1,5,10,4,2,2,3
1,1,2,1,1,1,3,8,2,2,1,2
1,1,1,0,1,1,6,2,6,2,2,2
3,2,2,2,0,1,6,35,5,3,2,3
1,1,1,0,1,1,6,2,6,2,2,2
1,2,1,2,1,0,2,2,9,2,1,2
1,2,1,2,1,1,6,7,5,2,2,3
2,2,2,2,1,1,2,35,5,3,4,3
1,1,2,2,1,1,6,2,10,3,3,3
1,2,1,1,2,1,6,5,10,2,1,2
1,1,2,2,1,1,6,4,9,2,1,2
1,1,2,2,2,1,3,31,4,2,1,3
2,2,2,2,1,0,2,36,9,1,1,2
4,2,2,2,1,1,6,35,5,2,2,2
2,1,0,1,1,1,6,5,1,2,1,2
2,1,0,1,1,1,6,5,1,2,1,2
1,2,2,2,1,1,6,5,3,2,2,2
1,1,2,2,1,1,1,50,7,2,2,3
1,1,2,2,1,1,4,40,9,3,3,2
1,2,2,1,2,1,6,8,7,2,2,3
1,2,2,2,2,1,3,6,1,2,3,2
2,1,2,2,1,1,6,7,4,2,3,3
1,2,2,2,1,1,6,40,7,2,1,2
1,1,2,2,1,0,4,28,3,2,1,3
2,1,2,2,1,0,6,40,3,2,2,2
1,2,2,2,1,0,4,25,2,2,1,2
4,1,2,2,1,0,1,80,1,2,2,3
2,1,2,1,1,1,6,30,1,2,2,2
2,1,2,2,1,1,6,8,5,2,2,3
1,2,2,1,2,1,3,8,5,2,3,2
1,1,2,2,1,1,6,18,1,2,2,3
1,2,1,2,1,1,1,20,4,2,1,3
1,1,1,2,1,0,6,25,4,2,1,3
1,2,1,1,2,0,4,26,8,3,3,2
1,1,2,2,0,1,6,6,4,2,4,3
4,2,2,2,1,1,2,40,3,1,1,2
1,2,2,2,0,1,6,35,5,2,3,3
1,1,2,2,0,1,2,10,3,3,3,1
2,1,2,2,1,1,6,16,7,2,2,2
2,1,2,2,2,1,6,8,3,2,1,2
1,1,2,2,2,1,3,16,9,2,3,3
1,1,1,2,2,1,3,6,7,2,3,2
3,2,2,2,0,0,6,32,1,2,2,3
1,1,1,2,1,1,6,8,7,2,1,3
2,1,1,0,1,1,5,20,3,2,2,3
2,1,2,2,2,1,5,20,9,2,1,2
2,2,1,2,1,0,6,20,5,1,2,3
4,2,1,2,2,1,6,37.5,3,1,2,3
3,2,1,1,0,0,6,30,5,2,2,3
3,2,2,2,1,1,6,40,5,3,2,3
2,2,1,1,1,1,6,38,5,3,4,3
4,1,1,2,2,1,2,35,5,3,3,3
4,2,2,2,2,1,6,25,2,2,4,3
2,1,2,2,1,1,6,8,5,2,3,3
4,2,2,2,0,1,6,37.5,2,2,3,2
4,2,1,1,2,1,5,40,3,1,2,2
1,2,1,2,0,1,6,35,9,2,2,3
2,2,1,2,1,1,6,37.5,3,2,1,3
1,1,2,2,1,1,6,40,1,2,2,2
1,1,2,2,1,1,6,40,1,2,2,2
1,1,1,2,1,0,6,30,9,2,1,2
3,2,1,2,1,0,6,35,5,2,3,3
1,1,1,2,1,0,6,30,9,2,3,2
1,1,1,2,1,0,6,30,9,2,3,2
1,1,2,2,2,1,3,3,4,2,1,2
2,1,1,1,1,1,2,5,5,2,2,2
5,2,2,2,1,0,6,10,1,3,1,2
1,1,1,2,1,1,6,10,1,2,1,3
4,2,2,2,2,1,6,20,3,3,3,3
1,1,1,2,1,0,6,30,9,3,1,2
3,2,1,2,1,1,6,38,3,3,4,3
1,1,2,2,2,1,3,3,4,2,1,3
5,2,2,2,2,0,6,5,1,3,3,2
1,1,2,2,2,1,3,3,4,2,1,3
5,2,2,1,2,1,6,37.5,5,2,2,3
4,2,2,2,1,0,6,40,2,2,2,2
3,1,2,2,2,0,6,60,3,2,4,3
5,2,2,2,2,0,6,35,5,3,2,3
3,1,1,1,2,1,6,40,2,2,2,3
2,3,2,1,2,0,4,30,7,2,2,3
4,2,2,2,1,1,6,25,4,2,2,3
5,1,2,2,1,0,6,40,9,1,3,1
3,2,1,2,1,0,6,35,2,2,1,2
3,2,2,2,1,1,6,37.5,3,1,2,2
5,2,1,1,0,0,5,40,6,1,3,1
2,1,2,2,2,1,5,10,4,2,2,3
2,1,1,2,2,1,6,48,3,1,2,3
2,1,2,2,2,1,2,40,9,2,4,3
2,2,2,2,2,1,6,40,9,2,3,3
1,2,2,2,1,1,6,40,9,2,3,3
1,1,0,0,1,1,6,28,9,3,3,3
